,rating,reviews,sentiment,Country,Company 
305,5,"Fast delivery, normal service, good frantic, because I have to wait. I get stuck for a quick, short, quick job. One water service …",Negative,TH,Ninja van
306,5,Delivery very fast เร็ว,Neutral,TH,Ninja van
307,5,Courier manners are good. The item is delivered as a 3 small booklet. The condition is not intact. This delivery is OK. …,Positive,TH,Ninja van
308,5,"Fast delivery, polite staff The product is in good condition without damage. If there is a chance to use the service again for sure …",Positive,TH,Ninja van
309,5,Fast delivery. The delivery staff are polite and speak good. ^ _ ^ Thank you very much. …,Positive,TH,Ninja van
310,5,"Very kind. Waiting for us when picking money. And we don't have any coins to find again. Finally, the money is missing 1 baht. I said it's okay. Very kind. Will definitely use the service again. …",Positive,TH,Ninja van
311,1,"Order with shopee 3, ninja duty !! Omyai Branch, Sampran District, Nakhon Pathom Province .... Much reserve, tell now ... The 3rd time, I said I won't order with the ninja. I forgot to look at the same thing as …",Neutral,TH,Ninja van
312,5,The staff speaks very polite. Service is very good.,Positive,TH,Ninja van
313,5,"The goods are in good condition, fast delivery, OK staff",Positive,TH,Ninja van
314,5,"Good service, courteous delivery staff.",Positive,TH,Ninja van
315,5,Educational Administration Never encountered a problem,Positive,TH,Ninja van
316,5,"Present time.. Fast delivery and good service mind I believe in "" Ninja Van """,Positive,TH,Ninja van
317,5,The staff are very attentive. Call back and ask the problem immediately. While also checking things …,Negative,TH,Ninja van
318,5,"Very good. The staff speaks well, has good manners.",Positive,TH,Ninja van
319,3,"Delivery trucks in this area are open-tail trucks. Goods with sun, rain are not appropriate. Should fix. …",Positive,TH,Ninja van
320,5,Good fast,Positive,TH,Ninja van
321,5,"Okay, it's normal. There are good reception procedures. Like that sending emails to tell who gets Along with showing the signature of the person who received the item as well The product wrapping is also good. Overall …",Positive,TH,Ninja van
322,5,"Good. The staff delivered the goods well and spoke politely. Carry the whole thing to deliver the car, haha. Send very fast. Good fast. Good. Keep doing good. Will be able to use the service again. Thank you. …",Positive,TH,Ninja van
323,4,Employees come to deliver the Ninja every time they encounter. It is polite and there is a call to notify before every delivery. But please criticize that this time the box is crumpled The product is not …,Negative,TH,Ninja van
324,5,"Good service, fast transportation",Positive,TH,Ninja van
325,5,"Fast, product delivery staff smiling, service impressed.",Positive,TH,Ninja van
326,5,"Fast delivery The staff called to inform to coordinate the reception, had good manners, spoke well. …",Positive,TH,Ninja van
327,5,"Fast, spoken very well.",Positive,TH,Ninja van
328,5,"""Good delivery Lovely staff Talk politely, good service. "" …",Positive,TH,Ninja van
329,5,Good service staff,Positive,TH,Ninja van
330,5,Ninja at Paetrew. Very good service. I like. Use the service many times and impress every time. …,Positive,TH,Ninja van
331,5,The latest staff delivered very quickly.,Neutral,TH,Ninja van
332,5,Send the Vimgos.,Neutral,TH,Ninja van
333,5,"Fast delivery, good order Improved packaging only",Positive,TH,Ninja van
334,5,The delivery staff spoke politely. Samut Songkhram - Ratchaburi …,Neutral,TH,Ninja van
335,5,Well-mannered staff Call every time.,Neutral,TH,Ninja van
336,5,Received goods very quickly. Staff are in good service. Polite. The product is not damaged. The product condition has been good all along. …,Positive,TH,Ninja van
337,3,Should have a call to the customer before sending. It should be good. Maybe no one is pick up. …,Positive,TH,Ninja van
338,5,"The staff are generous, amazed.",Positive,TH,Ninja van
339,5,Good service staff Fast product delivery as scheduled.,Positive,TH,Ninja van
340,5,Delivery of products on time. The package is ok Polite staff. Lovely. …,Positive,TH,Ninja van
341,4,Try using the carrier for the first time. It's fast. Wait. Very long. The service to the customers is very good. …,Positive,TH,Ninja van
342,5,"""The staff called in advance to inform them of the delivery. As for the manners and polite, polite, _ good speech _ very good service …",Positive,TH,Ninja van
343,5,Nice staff,Positive,TH,Ninja van
344,5,The transport was very good. The status improved yesterday. Today's goods. …,Positive,TH,Ninja van
345,5,"Received service from parcel delivery More than 1 visit of Ninja Logistics Co., Ltd. delivered to the front of the house The product received is in good condition. The service is considered fast. Polite Prudent to …",Positive,TH,Ninja van
346,5,Fast delivery staff,Neutral,TH,Ninja van
347,4,Delivery is a little late. But the package is ok The message that came ... Is he confusing? Don't know what he is When calling to deliver Can speak politely …,Neutral,TH,Ninja van
348,5,Fast delivery,Neutral,TH,Ninja van
349,5,Fast shipping.,Neutral,TH,Ninja van
350,5,Good service .. polite..but maybe a little late.,Positive,TH,Ninja van
351,4,The shop sent a little too late. Good service staff with phone calls. …,Positive,TH,Ninja van
352,5,visit,Neutral,TH,Ninja van
353,5,"Transportation service ninja van very good service, delivery from Nonthaburi to Nakhon Ratchasima takes only 3 days 🌟🌟🌟🌟🌟 …",Positive,TH,Ninja van
354,5,"Fast delivery, cheap service. I like it. The only loss. Some products don't have ninjas to serve. …",Positive,TH,Ninja van
355,3,Please expand the branch to Victory Monument. Heart of Bangkok …,Positive,TH,Ninja van
356,1,"From tracking the delivery status Must be received since yesterday Up to 11 am on delivery status Finally didn't see it coming. But at 7 pm, the status says ""The delivery is residential and unable to contact the …",Neutral,TH,Ninja van
357,5,Good service. Fast transportation. Impressed.,Positive,TH,Ninja van
358,5,Delivered. Fast delivery. Actual delivery. The package is delivered very well. …,Positive,TH,Ninja van
359,2,Delivered faster than before but it was thrown into the fence. Despite the terrible doorway to the parcel …,Positive,TH,Ninja van
360,5,Good job,Positive,TH,Ninja van
361,5,- Delivery vehicle suitable for delivery-การ - Staff ask before coming to deliver -🌈🌈 - Delivery on time -🦄🦄🦄 …,Neutral,TH,Ninja van
362,4,Staff are courteous and have to call to inform in advance before the parcel arrives. …,Positive,TH,Ninja van
363,5,You called in advance to speak very politely.,Neutral,TH,Ninja van
364,5,"Like. Order on 22/6 at 19.58 hrs. The sender delivered the product to the Ninja 23/6 at 16.17 hrs. Received the item 24/6 at 11.01 hrs. The buyer and the sender are on. Bangkok is considered very fast. Before sending, …",Positive,TH,Ninja van
365,5,"Notified in advance of delivery For the grandchild to receive, call first to ask if it's true, right? Very good service Even if taking the item in the store for too long …",Positive,TH,Ninja van
366,5,The service staff is very good. Call in advance Call again. The service is excellent. …,Positive,TH,Ninja van
367,1,"The system pushes to tell the delivery person even though the courier calls and adjusts himself, not impressed, no longer used, the system is very bad, pity on the delivery person, he is very good, polite. …",Positive,TH,Ninja van
368,5,Delivering a beautiful parcel box,Positive,TH,Ninja van
369,4,Good service..The product arrived faster than expected.,Positive,TH,Ninja van
370,5,Staff speak politely. Service is OK.,Positive,TH,Ninja van
371,5,Receive the goods as scheduled. Not slow. Staff polite and friendly. …,Positive,TH,Ninja van
372,5,The service delivery is very good. There is a call to ask when it's convenient to receive the parcel too. …,Positive,TH,Ninja van
373,2,"Arrived at 9 o'clock in the morning. At that time, we just woke up May be a little silly Deliver the work. Look at Nihon. We asked the account number to transfer the package twice. Therefore not impressed Shent, pick …",Positive,TH,Ninja van
374,4,Keep calm,Positive,TH,Ninja van
375,5,"Good, polite, fast",Positive,TH,Ninja van
376,5,Delivered successfully,Positive,TH,Ninja van
377,5,Did not turn on the phone because it was a holiday. Staff called 11 lines. Thank you very much. And sorry …,Positive,TH,Ninja van
378,5,"What other people don't know, but for me, we were okay with Ninja Van from the first time I used the service. To date Because compared to other carriers in terms of service and speed of delivery, sometimes better than …",Positive,TH,Ninja van
379,5,Good. Speak well. I like it very much.,Positive,TH,Ninja van
380,5,"Good service, fast delivery",Positive,TH,Ninja van
381,5,Good service. Holiday still follows. Delivered to home.,Positive,TH,Ninja van
382,5,The delivery person called in advance that they would deliver the package early. Makes it possible to change when it's not convenient to receive at the address We would like to change the delivery location. Point out …,Positive,TH,Ninja van
383,5,The delivery person called. Speak politely The product has no problem delivery. …,Negative,TH,Ninja van
384,5,Great,Positive,TH,Ninja van
385,5,Good service. Call before asking. Staff speak good.,Positive,TH,Ninja van
386,5,Very good. Polite staff. Call before asking.,Positive,TH,Ninja van
387,5,"Fast delivery, order on the 18th, late afternoon, on the 20th Received Very good service …",Positive,TH,Ninja van
388,5,Good. Fast delivery.,Positive,TH,Ninja van
389,5,Send it to the staff. Talk about it. 👍👍👍👍,Neutral,TH,Ninja van
390,5,Correct product delivery Staff cares for work. Having a call to inquire first is considered very good. Thank you. …,Positive,TH,Ninja van
391,4,"After the shop in Shoppi reported that he had delivered the item to the Ninja Wait another 2-3 days to receive the item. No sooner, not too slow Broken one star because the box was slightly bothered. …",Negative,TH,Ninja van
392,5,The staff who sent said it because it was good. Polite and order like this always …,Positive,TH,Ninja van
393,5,"First time with this company. I think it good, fast and polite' s service.",Positive,TH,Ninja van
394,5,Very good service. The assistant named Por called to receive the item early. …,Positive,TH,Ninja van
395,5,The delivery person called every time before sending the goods. Be courteous and polite …,Positive,TH,Ninja van
396,5,Delivery is very fast. I like it very much.,Positive,TH,Ninja van
397,5,"Friendly staff arrived and called in the bathroom, waiting to not fret. …",Positive,TH,Ninja van
398,5,"Before sending, call in advance. Talk politely. Very fast delivery. The service is not disappointed. …",Negative,TH,Ninja van
399,5,"Fast delivery Definitely faster than the orange one The delivery staff is very polite. Even if the rainy day is rain, your brother still comes to deliver the item, so give it your heart. As for other owners, if one …",Positive,TH,Ninja van
400,5,Transport very fast. Call before sending. Be polite. And the product is in a good condition …,Positive,TH,Ninja van
401,5,"Monday's order Wednesday afternoon, three received. At first, worried about getting things slowly But normally sent as per the standard 😸 …",Negative,TH,Ninja van
402,5,Call to inform in advance that the goods will be delivered so that they can prepare well. …,Positive,TH,Ninja van
403,5,The product delivery staff is courteous and polite. Call to make an appointment in advance via me. …,Positive,TH,Ninja van
404,5,"Fast delivery Courier, good manners",Positive,TH,Ninja van
405,4,"The staff sent carefully. Call to notify the time and tell the payment amount throughout. But the car is not very familiar Why is this time a pickle? The last time, it was a van. I was confused. But never mind, the …",Negative,TH,Ninja van
406,5,K. Cute,Positive,TH,Ninja van
407,4,"The staff are very nice. Tom came before sending. Delivered quickly. Other carriers do not call If not in the house, drop the belongings without notifying. …",Positive,TH,Ninja van
408,3,Considered fair,Positive,TH,Ninja van
409,5,Great,Positive,TH,Ninja van
410,4,Overall good,Positive,TH,Ninja van
411,5,"The product is good. The service staff is very good. Call before sending every time. Speaking very polite, service is very good. …",Positive,TH,Ninja van
412,1,"Sending very slowly, can't tell the contact number even though the given number is correct. Used the service 2 times, very much every time …",Neutral,TH,Ninja van
413,5,Notice before delivery Check product Good delivery address details The product is in good condition. …,Positive,TH,Ninja van
414,3,"Should improve the transport staff Before sending the product, call to make an appointment to deliver the product. At one place, but on a holiday In another location, went out to be diligent, suggesting to drive the …",Positive,TH,Ninja van
415,1,"Today received the product By found that the product was thrown over the fence High iron in the middle of the garage There are 14 cans, 12 dented foodstuffs. …",Neutral,TH,Ninja van
416,1,"Actually, you shouldn't get even a single star !!!",Neutral,TH,Ninja van
417,5,"The staff spoke because Fast delivery, don't throw items. …",Neutral,TH,Ninja van
418,4,Very good service staff,Positive,TH,Ninja van
419,1,"No call notification before delivering packages Arrived at the front of the house and got stuck, then called The talk with the customer is very bad. Should train a new employee Can't do …",Negative,TH,Ninja van
420,5,"In Lat Phrao area, fast delivery Never encountered a problem …",Positive,TH,Ninja van
421,1,"SHNV374660746 SHNV905078197 Just as the product has not been received by the carrier, informed me that I was …",Neutral,TH,Ninja van
422,5,Has been using Ninja Van services many times already No problem The staff were polite and good. The item was received in good condition. …,Positive,TH,Ninja van
423,5,The service staff is very good.,Positive,TH,Ninja van
424,5,Receive products quickly. Good service.,Positive,TH,Ninja van
425,5,"This delivery, received parcels in good condition and fast delivery. …",Positive,TH,Ninja van
426,5,For us to get things fast Employees send a call every time. …,Neutral,TH,Ninja van
427,5,Send trade instruction within the time limit. Call to inform and polite …,Neutral,TH,Ninja van
428,4,"The package was delivered in good condition and sent quickly. But the delivery person didn't call to say before coming if not staying, waiting to receive. So bad. …",Negative,TH,Ninja van
429,5,"Fast delivery, undamaged product",Neutral,TH,Ninja van
430,5,Shipping is fast. There is a call to inquire before arriving home in 1 minute. The staff is polite. …,Neutral,TH,Ninja van
431,5,Faster than anyone else. Superb.,Positive,TH,Ninja van
432,5,Fast delivery There is a product pack as well. The delivery man spoke politely. And there is a call to notify in advance Product quality has not been tried. …,Positive,TH,Ninja van
433,5,"Track packages easily via mobile, letting them know that packages When will it be delivered to your home? …",Positive,TH,Ninja van
434,5,good,Positive,TH,Ninja van
435,5,Come to send in the evening Good service staff,Positive,TH,Ninja van
436,5,The staff spoke politely.,Neutral,TH,Ninja van
437,1,"Very bad service. If possible, better delivery with other companies Too bad the shipping cost. Notified that the recipient cannot be delivered or delivered to the address, but there is no one. But I was always at home …",Negative,TH,Ninja van
438,5,The employees call the customer before delivery ...... can deliver the goods according to the appointment time. 5 stars ..... ****** …,Positive,TH,Ninja van
439,2,"Sucks, can't deliver to the front of the room I am at Baan Ua. My house is on the 5th floor. She didn't come up. Said that every company has never been raised. I argue, only you who didn't rise everyone …",Negative,TH,Ninja van
440,5,Fast delivery and cheap delivery fee,Neutral,TH,Ninja van
441,5,"Delivered quickly. Good manners. Call for products to arrive. If not here, place it. Like it. Fighting! …",Positive,TH,Ninja van
442,5,Delivery very fast,Neutral,TH,Ninja van
443,5,Received the item very fast.,Neutral,TH,Ninja van
444,1,"Thailand is bigger. Singapore, the country's owner. Therefore unable to access the demand for Thai people to order products in the shopee, wait a week Already got the numbers Not yet got any status status Folded, sent …",Negative,TH,Ninja van
445,5,"Ok, delivery",Positive,TH,Ninja van
446,5,The staff of the product delivery were well-mannered and polite. The company trained well. Great. …,Positive,TH,Ninja van
447,5,"Fast delivery. The staff spoke very well that there were no people to pick up the goods. Told me to go to send him again, which he is happy to serve us …",Positive,TH,Ninja van
448,5,"Good service, friendly.",Positive,TH,Ninja van
449,5,Excellent,Positive,TH,Ninja van
450,5,Today I must say that I received good service today. She is polite and has a good attitude at work. How to get a courier Everyone is like this Otherwise difficult …,Positive,TH,Ninja van
451,1,I'm sick,Negative,TH,Ninja van
452,5,"Quick. Plus, remember home. Call to tell first.",Neutral,TH,Ninja van
453,5,Very fast service,Neutral,TH,Ninja van
454,5,Transit OK. Polite. Always call first.,Positive,TH,Ninja van
455,5,Fast delivery. Product is not damaged.,Negative,TH,Ninja van
456,5,Good service staff,Positive,TH,Ninja van
457,5,Send a lot faster. Very different from before.,Neutral,TH,Ninja van
458,5,Fast delivery The tower is in a perfect condition.,Positive,TH,Ninja van
459,1,"The delivery was very slow and the item returned itself, claiming that the address was not being confused many times with this company. …",Negative,TH,Ninja van
460,5,There is a call to notify the customer before delivering the item. Very good. …,Positive,TH,Ninja van
461,5,"Fast delivery, very good service.",Positive,TH,Ninja van
462,5,Good service. Fast delivery. Finished product.,Positive,TH,Ninja van
463,5,"Today, 5 June 63, the tribe's people sent the package early. At the house around Chinnakhet 1 and there is a call to inform in advance before sending. Speak politely. Okay, very much. …",Positive,TH,Ninja van
464,5,Fast delivery,Neutral,TH,Ninja van
465,5,Good shipping Calls to recipients do not receive calls,Positive,TH,Ninja van
466,5,"Before the item is delivered, the employee calls to ask. I like this transportation very much 🥰 …",Positive,TH,Ninja van
467,1,"The delivery person spoke very poorly. If you don't have a service mind, go out and do other things. Not to hurl at …",Neutral,TH,Ninja van
468,5,"Good transportation, fast service The delivery person calls in advance. Be polite. …",Positive,TH,Ninja van
469,4,Fast,Neutral,TH,Ninja van
470,5,Fast delivery. The product is 100% complete.,Neutral,TH,Ninja van
471,2,"Slow delivery. Take your convenience. Postpone the delivery date, not on time for the appointment. Appointment us at one o'clock in the afternoon Come and send us at five o'clock …",Negative,TH,Ninja van
472,5,Excellent service.,Positive,TH,Ninja van
473,5,"Polite staff, accurate delivery",Neutral,TH,Ninja van
474,5,Delivering at the right place. Fast delivery. Good service. …,Positive,TH,Ninja van
475,5,good,Positive,TH,Ninja van
476,5,"Use Ninja Van 2 Once, still haven't encountered any problems. The driver is always informed. Today I didn't pick up my phone and sent a message saying that the parcel was already sent. So cute. …",Positive,TH,Ninja van
477,5,"Delivering very quickly, like a ninja name.",Positive,TH,Ninja van
478,5,Very good,Positive,TH,Ninja van
479,5,Nijja Chiang Rai The staff speak good manners.,Positive,TH,Ninja van
480,5,"Fast delivery, good service The staff are polite.",Positive,TH,Ninja van
481,4,Parcel arrived successfully.,Positive,TH,Ninja van
482,5,"Send fast, have a call, alert very well",Positive,TH,Ninja van
483,5,Like being okay,Positive,TH,Ninja van
484,5,Fast and cheap delivery service.,Neutral,TH,Ninja van
485,5,"Good service, fast delivery, very pleasing",Positive,TH,Ninja van
486,5,The staff speaks very well. The delivery is fast. No damage. …,Negative,TH,Ninja van
487,5,"For me, Ok.! Speaking communication service. Pleasing!",Positive,TH,Ninja van
488,5,"Delivery personnel, if being a regular carrier, will provide very good service. Come to send as usual There are not many problems with receiving products. …",Positive,TH,Ninja van
489,5,"Delivered quickly, politely, with notifications",Neutral,TH,Ninja van
490,5,"Delivery staff call before delivery Know the route, parcel, good package, good service …",Positive,TH,Ninja van
491,5,good service,Positive,TH,Ninja van
492,5,Deliver things quickly. Talk sweetly. Keep this service for a long time. …,Positive,TH,Ninja van
493,5,Good. Say good.,Positive,TH,Ninja van
494,1,Terrible staff Delivery of the front of the house No need to wait for the item to be picked up. Despite running out to pick up immediately after hearing the buzzer,Negative,TH,Ninja van
495,3,Wait until the product has been designated date .. Until now it has not come to pass .. The transport staff have never called. …,Neutral,TH,Ninja van
496,5,Good. Fast delivery. Staff speak politely.,Positive,TH,Ninja van
497,5,Fast delivery and knowing the route. Reliable.,Neutral,TH,Ninja van
498,5,"The staff speak good, have good manners.",Positive,TH,Ninja van
0,1,WORTH OF ZERO STAR. THEY LOOTED ME I RECIEVED ALL BROKEN BOXES MY HALDF OF STUFF GOT STOLEN AND INDIAN TEAM IS VERY …,Negative,TH,Siam shipping
1,5,"I am satisfied with their service , thank you Siam shipping! I recommend this service.",Positive,TH,Siam shipping
2,5,Very professional and attentive.,Neutral,TH,Siam shipping
3,5,"A highly effective team, smooth shipping and excellent customer care. I highly recommend it!",Positive,TH,Siam shipping
4,5,Siam shipping have been the only shipping services have been working for. I am always satisfied with their services,Positive,TH,Siam shipping
5,5,"Incredible correspondence. The group is resolved to offer the best support. Solid unwavering quality, superb reactivity",Positive,TH,Siam shipping
6,1,Siam Shipping are extremely slow to provide feedback. Only one telephone number so many calls go unanswered. Response time is appalling as many days go by without any reply. I will never use them again.,Negative,TH,Siam shipping
7,5,"Siam Shipping knew how to transport my scooter from Thailand to France without any worries, the transport was fully taken care of from start to finish. A team that knew how to advise me perfectly and with attractive …",Positive,TH,Siam shipping
8,5,"I used Siam shipping to send my boat from Koh Samui to Marseille, the prices were very attractive and the transport was managed from A to Z. My boat was transported safely until arrival , very professional and …",Positive,TH,Siam shipping
9,5,"I have been working in Pattaya for several years and had to change house to change jobs. It is a very reliable company that knows what it is doing. I was taken care of immediately, no problem to declare. I highly …",Positive,TH,Siam shipping
10,5,I worked with them for the first time and I wasn't disappointed at all. The delivery was fast and the packaging was well secured. Would definitely recommend,Positive,TH,Siam shipping
11,1,"I sent multiples mail to use their service, they replied 1 time and after silence. Better use other companies more active",Positive,TH,Siam shipping
12,5,I contacted Siam Shipping to help my wife and I move our house hold goods from USA Nevada to Thailand.  I was contacted by a very nice english speaking young man named Jonathan.  We are very happy that we had the opportunity to work with …,Positive,TH,Siam shipping
13,5,"Forwarders very professional, reagent is always listening with great price. thanks for everything Siam Shipping",Positive,TH,Siam shipping
14,5,Siam shipping sent my boat from Koh Samui to Nice without any problem. Putting the boat in the container without any problem and contact with their very professional team. The last very appreciable point was the price …,Positive,TH,Siam shipping
15,5,. I'll obviously recommend them.,Negative,TH,Siam shipping
16,5,"Mr. Luca, the supervisor who was leading the move, was awesome. Very professional and friendly. He kept me informed of all the steps and progress along the way. The movers did a great job of packing. Very satisfied …",Positive,TH,Siam shipping
17,5,", and the quality, customer service and price are all very good!",Positive,TH,Siam shipping
18,5,"I chose SIAM Shipping to send my car from Thailand to France. Despite a price which is not very competitive, the service was super professional. …",Positive,TH,Siam shipping
19,5,I called on Siam Shipping to send my boat from Phuket to Marseille. Their salesperson was very efficient and knew how to give me all the information related to transport,Positive,TH,Siam shipping
20,5,SIAM Shipping took care of my move wonderfully! I was accompanied by their seller,Positive,TH,Siam shipping
21,5,"A serious, efficient company that listens to the needs of its customers, I recommend …",Positive,TH,Siam shipping
22,5,I recommend siam shipping services! I won’t hesitate to come back to you for another shipment!,Positive,TH,Siam shipping
23,5,"Professional and performing forwarder, I recommend it! Once more thanks for your services!",Positive,TH,Siam shipping
24,5,Very satisfied of Siam shipping services. They are very reagents and professionals. I recommend their services!!!,Positive,TH,Siam shipping
25,5,"I contacted SIAM Shipping to import goods from Thailand to Barcelona where my shop is located. I was very pleased to communicate with a great english speaking team that was on my side from the first time I contacted them, to the moment I …",Positive,TH,Siam shipping
26,5,"Siam Shipping organized my move from Lyon to Hua Hin with exemplary professionalism. I was with one of their advisors, his name is Jonathan. He followed me from the departure to the arrival and strongly advised me especially on the …",Positive,TH,Siam shipping
27,5,"I contacted Siam shipping to transport personal affairs from paris to bangkok. A very good servce, responsive, helpful, good price.",Positive,TH,Siam shipping
28,5,"Great communication. The team is committed to provide the best service. Strong reliability, excellent reactivity. Highly recommended. Competitive prices too",Positive,TH,Siam shipping
29,5,I contacted Siam Shipping for my shipment from Bangkok to LA. I needed to ship commercial goods for my shop in the USA. The team has proven very good understanding and help during the whole process. They kept me on the loop at any time. …,Positive,TH,Siam shipping
30,1,"i would never recommend Siam-shipping to anyone. I was never able speak to a supervisor or management, the company overcharge me,  saying that they do a better job than other agents. It took Siam-shipping over a month to put it on a ship …",Positive,TH,Siam shipping
31,5,"excellent logistics services from Thailand to France, they advise me on every step of my shipment and help me to save money!",Positive,TH,Siam shipping
32,5,"woaw what a great service! I just receive my shipment from Bangkok to France, it never been so easy ! Fast and great quality service!  I highly recommand ! Thank you",Positive,TH,Siam shipping
33,5,Definitely very professional!,Positive,TH,Siam shipping
34,5,Great service & reactivity for a very affordable price ! I highly recommend it ! Thank you Siam Shipping,Positive,TH,Siam shipping
35,5,i used their service to move from Thailand to Australia. Packing service and team very professional. I may back to Bangkok in 2 years and know already which shipping company i'll call. thanks for your services !,Neutral,TH,Siam shipping
36,5,Awesome! adjectly  which  quality service i wanted.,Positive,TH,Siam shipping
37,5,"Friendly advise, always keeping in touch. Fast and efficient.",Positive,TH,Siam shipping
38,5,I contacted them to ship some goods from Bangkok. Shipment was perfect. Easy in the process and good communication. I recommend!,Positive,TH,Siam shipping
39,5,"Service is really efficient, such a reliable and excellent service. I recommend to use this service from here.",Positive,TH,Siam shipping
40,5,Good communication and great job. I recommend their logistics services.,Positive,TH,Siam shipping
0,4,good,Positive,TH,TNT 
1,4,Easy to contact. Strict anti-Covid-19 measures.,Positive,TH,TNT 
2,5,"Well organized, friendly staff, very helpful, excellent service.",Positive,TH,TNT 
3,5,To be a global integrated logistics company,Neutral,TH,TNT 
4,3,Well after a lot of looking i find out the Bangkok call centre number thats not listed is 1782 .,Positive,TH,TNT 
5,5,"Good service. Remember to bring passport for id if you are foreigner, or as a minimum have a copy on your phone. Worked for me once when I forgot....",Positive,TH,TNT 
6,1,All Telefon Nr. do mit Work. No-one picked up. Also No Response by E Mail.,Neutral,TH,TNT 
7,5,Great Service.,Positive,TH,TNT 
8,5,Good,Positive,TH,TNT 
9,4,good service,Positive,TH,TNT 
10,5,The rubber is leaking,Neutral,TH,TNT 
11,5,Delivery of goods to customers,Positive,TH,TNT 
12,5,World class services,Neutral,TH,TNT 
13,4,Live parking,Neutral,TH,TNT 
14,5,Good job if getting a job directly,Positive,TH,TNT 
15,1,The service has Huai Maew staff.,Neutral,TH,TNT 
16,3,Fair,Positive,TH,TNT 
17,4,It is very difficult to recommend if you need to use the SMS instead. …,Neutral,TH,TNT 
18,4,"Good service, provide information and recommend good services …",Positive,TH,TNT 
19,2,Fair,Positive,TH,TNT 
20,4,"Good service, great help",Positive,TH,TNT 
21,1,Really bad service!!!!!!!!!!!!!!,Negative,TH,TNT 
22,1,really bad Service not correct declaration better use DHL,Negative,TH,TNT 
23,5,International courier companies with branches all over the world …,Neutral,TH,TNT 
24,4,good service,Positive,TH,TNT 
25,5,Good staff,Positive,TH,TNT 
26,5,good,Positive,TH,TNT 
27,5,Friendly staffs,Positive,TH,TNT 
28,5,Air delivery,Neutral,TH,TNT 
29,1,Can you change the gate again? The door is very difficult to open. Prolonged to be fixed. …,Negative,TH,TNT 
30,5,good,Positive,TH,TNT 
31,4,Submit,Neutral,TH,TNT 
32,4,The entrance is a bit mysterious.,Neutral,TH,TNT 
33,5,"Nice, helpful staff that speaks English well. I was the only person there, which was nice. I came to print documents & mail off an envelope to the USA.",Positive,TH,TNT 
34,5,"The service staff is very good. Find all customers. Help, rumor recommends cute. …",Positive,TH,TNT 
35,5,A very good experience at this location. The employees were very friendly and helpful. The employees are a credit to the FedEx business. I recommend them for quick deliveries around the world,Positive,TH,TNT 
36,5,"Super professional! They kept apologizing for all the bureaucratic Bs, but it's not on them. They were very polite, and we felt like they addressed all our questions and concerns really well. Thank you. You're amazing!",Positive,TH,TNT 
37,5,Excellent service staff,Positive,TH,TNT 
38,5,Staff very helpful.thank you,Neutral,TH,TNT 
39,1,Sent my father's watch to UK they lost it at Stansted ??????   .   Will delete this when and if the find it.  Lost since 22 Nov 2020 when it disappeared from their system ????,Negative,TH,TNT 
40,5,"It's a FEDX. Easy to find. English spoken. It's, also, US prices.",Positive,TH,TNT 
41,5,All went well and fast,Positive,TH,TNT 
42,2,Expensive,Neutral,TH,TNT 
43,5,Staff are very kind and professional 👍,Positive,TH,TNT 
44,5,Is at work,Neutral,TH,TNT 
45,5,Great services,Positive,TH,TNT 
46,5,Good,Positive,TH,TNT 
47,5,"Convenient, ample parking Friendly staff, polite, clean place. …",Positive,TH,TNT 
48,4,I have used FedEx for sending packages and documents to America a few times. I have always been treated professionally by the staff and they spoke very good English too.,Positive,TH,TNT 
49,5,Now this Fedex is very fast service 3 days to the USA they speak good English too,Positive,TH,TNT 
50,5,Very helpful staff.,Positive,TH,TNT 
51,5,Service Excellence Very fast,Positive,TH,TNT 
52,5,Service is excellent,Positive,TH,TNT 
53,5,Super effecient. The wee closed but let me in anyways to ship a passport to the US. They got it about 5 days after no problems,Positive,TH,TNT 
54,4,You can rely on them,Neutral,TH,TNT 
55,5,good,Positive,TH,TNT 
56,4,"Going through the increadibly long and painful process of getting a shipment actually delivered from FedEx in Thailand we had to visit this office. We walked in, identified the shipment and the man handed us the correct papers. If only the rest of the never ending paper chase could have been as easy.",Neutral,TH,TNT 
57,5,Very good. Staff provide good service.,Positive,TH,TNT 
58,5,Convenient location. Very friendly and helpful staff. Comfortable environment.,Positive,TH,TNT 
59,4,"Good service, slightly expensive service charge",Positive,TH,TNT 
60,5,Great experience shipping documents from here. The staff was very pleasant and helpful. Reasonable prices for world wide shipping.  I will be using their services again!,Positive,TH,TNT 
61,4,Your standard FedEx.  Staff has always been helpful at this branch.,Positive,TH,TNT 
62,3,"Good and fast service, but comes at a price",Positive,TH,TNT 
63,2,Nice staff. Shipping rates are absolutely ridiculous. 3000 baht per kilo to USA.,Neutral,TH,TNT 
64,5,Friendly and fast service.  We mailed documents to the United States for 1000 baht flat rate.,Positive,TH,TNT 
65,5,i send all my customer package by fedex i am happy with service,Positive,TH,TNT 
66,4,Dairy & cake material shop The price is slightly cheaper than Mekko …,Neutral,TH,TNT 
67,1,Staff attitude is awful. Do  yourself a favor and drive to Sukhumvit 71 branch or Kluaynamthai branch. Miles better in service and with way more space to work with.,Positive,TH,TNT 
68,4,very good service Maybe not many people He also came to help us pack. I haven't found it in other branches. …,Positive,TH,TNT 
69,4,Friendly staff.,Positive,TH,TNT 
