,word,count,Sentiment,country
13199,disappointwill,1,Neutral,ID
13200,fixx,1,Neutral,ID
13201,bangen,1,Neutral,ID
13202,cakeeepppp,1,Neutral,ID
13203,passssss,1,Neutral,ID
13204,erek,1,Neutral,ID
13205,shaynext,1,Neutral,ID
13206,heremksh,1,Neutral,ID
13207,gmbrya,1,Neutral,ID
13208,packageestimation,1,Neutral,ID
13209,fotone,1,Neutral,ID
13210,murahnn,1,Neutral,ID
13211,timaaci,1,Neutral,ID
13212,goodcomfortable,1,Neutral,ID
13213,jhitue,1,Neutral,ID
13214,yd,1,Neutral,ID
13215,cepettok,1,Neutral,ID
13216,yaaaaah,1,Neutral,ID
13217,saytpi,1,Neutral,ID
13218,longsleeved,1,Neutral,ID
13219,greatthe,1,Neutral,ID
13220,bodythanks,1,Neutral,ID
13221,bodynext,1,Neutral,ID
13222,pictpengiriman,1,Neutral,ID
13223,ordernanti,1,Neutral,ID
13224,cumanpengiriman,1,Neutral,ID
13225,youhhjj,1,Neutral,ID
13226,bbgg,1,Neutral,ID
13227,wafer,1,Neutral,ID
13228,frizzstic,1,Neutral,ID
13229,monaaf,1,Neutral,ID
13230,consumeru,1,Neutral,ID
13231,akuau,1,Neutral,ID
13232,bajuny,1,Neutral,ID
13233,pricescool,1,Neutral,ID
13234,materialtrims,1,Neutral,ID
13235,upmksh,1,Neutral,ID
13236,yesneat,1,Neutral,ID
13237,keyennnn,1,Neutral,ID
13238,selex,1,Neutral,ID
13239,seshope,1,Neutral,ID
13240,aaakhhh,1,Neutral,ID
13241,merawang,1,Neutral,ID
13242,faced,1,Neutral,ID
13243,bngat,1,Neutral,ID
13244,niand,1,Neutral,ID
13245,successfulcontinue,1,Neutral,ID
13246,riviewnya,1,Neutral,ID
13247,colorsover,1,Neutral,ID
13248,nggeh,1,Neutral,ID
13249,nerawangbut,1,Neutral,ID
13250,innershipping,1,Neutral,ID
13251,pkek,1,Neutral,ID
13252,padie,1,Neutral,ID
13253,mntulity,1,Neutral,ID
13254,bergunduyyyyyyy,1,Neutral,ID
13255,bawak,1,Neutral,ID
13256,tagsnan,1,Neutral,ID
13257,ngantar,1,Neutral,ID
13258,mnding,1,Neutral,ID
13259,streaming,1,Neutral,ID
13260,comeaaminn,1,Neutral,ID
13261,allahamdullah,1,Neutral,ID
13262,pktn,1,Neutral,ID
13263,syh,1,Neutral,ID
13264,forbgs,1,Neutral,ID
13265,nek,1,Neutral,ID
13266,thankkkkkkkkkkkkkk,1,Neutral,ID
13267,kurirnyaaaaa,1,Neutral,ID
13268,celer,1,Neutral,ID
13269,pokonyama,1,Neutral,ID
13270,dangg,1,Neutral,ID
13271,woes,1,Negative,ID
13272,ulla,1,Neutral,ID
13273,receivedits,1,Neutral,ID
13274,dipce,1,Neutral,ID
13275,bhannya,1,Neutral,ID
13276,nerawanglike,1,Neutral,ID
13277,butt,1,Neutral,ID
13278,btsbut,1,Neutral,ID
13279,itaccept,1,Neutral,ID
13280,thickwell,1,Neutral,ID
13281,untilpacking,1,Neutral,ID
13282,outhopefully,1,Neutral,ID
13283,jugo,1,Neutral,ID
13284,colorthx,1,Neutral,ID
13285,abanv,1,Neutral,ID
13286,laterits,1,Neutral,ID
13287,bkalan,1,Neutral,ID
13288,vulperation,1,Neutral,ID
13289,influential,1,Positive,ID
13290,cheapernext,1,Neutral,ID
13291,deliveryfishing,1,Neutral,ID
13292,mania,1,Neutral,ID
13293,fishing,1,Neutral,ID
13294,turbappp,1,Neutral,ID
13295,kantul,1,Neutral,ID
13296,forabg,1,Neutral,ID
13297,somersauuuuu,1,Neutral,ID
13298,howpackaging,1,Neutral,ID
13299,cheapbagus,1,Neutral,ID
13300,servicebut,1,Neutral,ID
13301,plastichasnt,1,Neutral,ID
13302,jeep,1,Neutral,ID
13303,usehopefully,1,Neutral,ID
13304,sensation,1,Neutral,ID
13305,gulp,1,Neutral,ID
13306,hargabterjangkau,1,Neutral,ID
13307,admn,1,Neutral,ID
13308,ushany,1,Neutral,ID
13309,starsthe,1,Neutral,ID
13310,idiihhhhdisappointed,1,Neutral,ID
13311,toofill,1,Neutral,ID
13312,dahals,1,Neutral,ID
13313,variantshuuuuubudaya,1,Neutral,ID
13314,hopefullycurrent,1,Neutral,ID
13315,aamiinthanks,1,Neutral,ID
13316,dehhhhhhbhh,1,Neutral,ID
13317,js,1,Neutral,ID
13318,irritated,1,Negative,ID
13319,okaaylah,1,Neutral,ID
13320,tagaeun,1,Neutral,ID
13321,cepaah,1,Neutral,ID
13322,tiis,1,Neutral,ID
13323,masku,1,Neutral,ID
13324,maskannya,1,Neutral,ID
13325,hiihiithanks,1,Neutral,ID
13326,hchanathe,1,Neutral,ID
13327,coldyesterday,1,Neutral,ID
13328,deliveryttytyt,1,Neutral,ID
13329,rapihhhhhh,1,Neutral,ID
13330,applicationthanksss,1,Neutral,ID
13331,iyoo,1,Neutral,ID
13332,dipcha,1,Neutral,ID
13333,neatbest,1,Neutral,ID
13334,deliverycontinuous,1,Neutral,ID
13335,sayyyyyyyyyyyyyyyyyyyy,1,Neutral,ID
13336,thankfully,1,Positive,ID
13337,fastthannnnks,1,Neutral,ID
13338,mundaa,1,Neutral,ID
13339,godd,1,Neutral,ID
13340,differentthank,1,Neutral,ID
13341,deliveryths,1,Neutral,ID
13342,datenggg,1,Neutral,ID
13343,pimaded,1,Neutral,ID
13344,offering,1,Neutral,ID
13345,kakaakk,1,Neutral,ID
13346,orderthuuu,1,Neutral,ID
13347,faceonly,1,Neutral,ID
13348,eliminates,1,Neutral,ID
13349,rorec,1,Neutral,ID
13350,blueberries,1,Neutral,ID
13351,yogurt,1,Neutral,ID
13352,deliverysemoga,1,Neutral,ID
13353,packinh,1,Neutral,ID
13354,plsatik,1,Neutral,ID
13355,rrrrrr,1,Neutral,ID
13356,safelycourier,1,Neutral,ID
13357,endyya,1,Neutral,ID
13358,sklii,1,Neutral,ID
13359,umai,1,Neutral,ID
13360,makahan,1,Neutral,ID
13361,deliverybagus,1,Neutral,ID
13362,oldthx,1,Neutral,ID
13363,maskery,1,Neutral,ID
13364,fastmakasiii,1,Neutral,ID
13365,ninnime,1,Neutral,ID
13366,ngefek,1,Neutral,ID
13367,relaxin,1,Positive,ID
13368,rasain,1,Neutral,ID
13369,standardyes,1,Neutral,ID
13370,blmcoba,1,Neutral,ID
13371,miskom,1,Neutral,ID
13372,firstbecause,1,Neutral,ID
13373,alsoaaaaaaaaa,1,Neutral,ID
13374,arrivedsuitable,1,Neutral,ID
13375,everyonecepaatt,1,Neutral,ID
13376,makecerahh,1,Neutral,ID
13377,cheaphhhhh,1,Neutral,ID
13378,hydrating,1,Neutral,ID
13379,neatjust,1,Neutral,ID
13380,action,1,Neutral,ID
13381,pokook,1,Neutral,ID
13382,bubleewrap,1,Neutral,ID
13383,xepat,1,Neutral,ID
13384,drh,1,Neutral,ID
13385,myriah,1,Neutral,ID
13386,blueberry,1,Neutral,ID
13387,suppose,1,Neutral,ID
13388,arrivethe,1,Neutral,ID
13389,bioaqua,1,Neutral,ID
13390,dsiniits,1,Neutral,ID
13391,sangaaattt,1,Neutral,ID
13392,wangiiiiiii,1,Neutral,ID
13393,bnyakkkk,1,Neutral,ID
13394,matchbut,1,Neutral,ID
13395,longwhen,1,Neutral,ID
13396,safenn,1,Neutral,ID
13397,advancethanks,1,Neutral,ID
13398,sellerbaccan,1,Neutral,ID
13399,lotkkk,1,Neutral,ID
13400,fastmantabb,1,Neutral,ID
13401,laaaamaaaaaaa,1,Neutral,ID
13402,sista,1,Neutral,ID
13403,facethank,1,Neutral,ID
13404,clays,1,Neutral,ID
13405,recomendmantul,1,Neutral,ID
13406,rpih,1,Neutral,ID
13407,thr,1,Neutral,ID
13408,wkwlwkbdkwmdojsh,1,Neutral,ID
13409,disjjbsksiw,1,Neutral,ID
13410,citys,1,Neutral,ID
13411,essens,1,Neutral,ID
13412,absentbut,1,Neutral,ID
13413,trusthow,1,Neutral,ID
13414,seetmask,1,Neutral,ID
13415,hchana,1,Neutral,ID
13416,uploadedthis,1,Neutral,ID
13417,pngemwsan,1,Neutral,ID
13418,cheats,1,Negative,ID
13419,array,1,Neutral,ID
13420,awwwwww,1,Neutral,ID
13421,xuma,1,Neutral,ID
13422,saturdaythe,1,Neutral,ID
13423,estimationanyway,1,Neutral,ID
13424,okkkkkkkkkkkkkkkkk,1,Neutral,ID
13425,shippingsuccess,1,Neutral,ID
13426,fastproblem,1,Neutral,ID
13427,murahhjust,1,Neutral,ID
13428,jakartatangsel,1,Neutral,ID
13429,placementang,1,Neutral,ID
13430,samenext,1,Neutral,ID
13431,lngket,1,Neutral,ID
13432,insyallh,1,Neutral,ID
13433,xlo,1,Neutral,ID
13434,sukkaaaaa,1,Neutral,ID
13435,thakyou,1,Neutral,ID
13436,shssamalos,1,Neutral,ID
13437,xjx,1,Neutral,ID
13438,sna,1,Neutral,ID
13439,xnxj,1,Neutral,ID
13440,thkyuu,1,Neutral,ID
13441,priceso,1,Neutral,ID
13442,hunt,1,Neutral,ID
13443,nowdont,1,Neutral,ID
13444,honiently,1,Neutral,ID
13445,kainn,1,Neutral,ID
13446,tox,1,Neutral,ID
13447,damagefor,1,Neutral,ID
13448,friendlysteady,1,Neutral,ID
13449,bill,1,Neutral,ID
13450,cheapits,1,Neutral,ID
13451,breathable,1,Neutral,ID
13452,recycle,1,Neutral,ID
13453,buyerthank,1,Neutral,ID
13454,packingalso,1,Neutral,ID
13455,longshipped,1,Neutral,ID
13456,ngka,1,Neutral,ID
13457,kymberly,1,Neutral,ID
13458,uamyan,1,Neutral,ID
13459,rasion,1,Neutral,ID
13460,bil,1,Neutral,ID
13461,timepesen,1,Neutral,ID
13462,accordinglyunfortunately,1,Neutral,ID
13463,huhuhupdhl,1,Neutral,ID
13464,lahyaaa,1,Neutral,ID
13465,skrang,1,Neutral,ID
13466,tipiiiiiis,1,Neutral,ID
13467,guuguguddd,1,Neutral,ID
13468,sieeeeeee,1,Neutral,ID
13469,mumerrrr,1,Neutral,ID
13470,mistaked,1,Neutral,ID
13471,packinglikeaa,1,Neutral,ID
13472,oldtransfer,1,Neutral,ID
13473,mondaythursday,1,Neutral,ID
13474,youplease,1,Neutral,ID
13475,lochh,1,Neutral,ID
13476,agathin,1,Neutral,ID
13477,masknot,1,Neutral,ID
13478,ordersll,1,Neutral,ID
13479,bangke,1,Neutral,ID
13480,banar,1,Neutral,ID
13481,herrrrrrrrr,1,Neutral,ID
13482,pricesslow,1,Neutral,ID
13483,packagingstandard,1,Neutral,ID
13484,onpandemic,1,Neutral,ID
13485,periodquality,1,Neutral,ID
13486,hmmmmp,1,Neutral,ID
13487,peros,1,Neutral,ID
13488,orderboxes,1,Neutral,ID
13489,completetp,1,Neutral,ID
13490,yespdhal,1,Neutral,ID
13491,cpttp,1,Neutral,ID
13492,muchcomplete,1,Neutral,ID
13493,ketindaits,1,Neutral,ID
13494,isonly,1,Neutral,ID
13495,dunker,1,Neutral,ID
13496,sentselling,1,Neutral,ID
13497,perbox,1,Neutral,ID
13498,oklahsteady,1,Neutral,ID
13499,toostandardthe,1,Neutral,ID
13500,standardgood,1,Neutral,ID
13501,longlanggasana,1,Neutral,ID
13502,terims,1,Neutral,ID
13503,deliverymantulll,1,Neutral,ID
13504,speech,1,Neutral,ID
13505,pcsso,1,Neutral,ID
13506,regretful,1,Negative,ID
13507,productcomplete,1,Neutral,ID
13508,shippingaja,1,Neutral,ID
13509,oakai,1,Neutral,ID
13510,quicklyitems,1,Neutral,ID
13511,shopeen,1,Neutral,ID
13512,appropriateaccording,1,Neutral,ID
13513,itemscm,1,Neutral,ID
13514,anythingnarrow,1,Neutral,ID
13515,awaits,1,Positive,ID
13516,storeold,1,Neutral,ID
13517,barriers,1,Neutral,ID
13518,apleti,1,Neutral,ID
13519,weh,1,Neutral,ID
13520,rjangkau,1,Neutral,ID
13521,usedif,1,Neutral,ID
13522,tightthank,1,Neutral,ID
13523,rezkan,1,Neutral,ID
13524,tengkuuuuuuu,1,Neutral,ID
13525,bangettits,1,Neutral,ID
13526,softies,1,Neutral,ID
13527,pok,1,Neutral,ID
13528,stiring,1,Neutral,ID
13529,adjusthis,1,Neutral,ID
13530,chemical,1,Neutral,ID
13531,nosestandard,1,Neutral,ID
13532,berklantong,1,Neutral,ID
13533,willord,1,Neutral,ID
13534,materialpackaging,1,Neutral,ID
13535,tebelbut,1,Neutral,ID
13536,ena,1,Neutral,ID
13537,therler,1,Neutral,ID
13538,deliverythnx,1,Neutral,ID
13539,hehefast,1,Neutral,ID
13540,estimationthank,1,Neutral,ID
13541,salaah,1,Neutral,ID
13542,mntep,1,Neutral,ID
13543,gjls,1,Neutral,ID
13544,heheheheeheheheh,1,Neutral,ID
13545,soppy,1,Neutral,ID
13546,camei,1,Neutral,ID
13547,warahmatullahi,1,Neutral,ID
13548,wabarakatuh,1,Neutral,ID
13549,imitate,1,Neutral,ID
13550,fineonly,1,Neutral,ID
13551,sellerselling,1,Neutral,ID
13552,orderedonly,1,Neutral,ID
13553,evaluate,1,Neutral,ID
13554,oldchat,1,Neutral,ID
13555,bgttke,1,Neutral,ID
13556,pakasastnn,1,Neutral,ID
13557,syukaaaaaaaaaaaaaaaaaaaaa,1,Neutral,ID
13558,himselfoverall,1,Neutral,ID
13559,laking,1,Neutral,ID
13560,bagusong,1,Neutral,ID
13561,beseller,1,Neutral,ID
13562,huhkeep,1,Neutral,ID
13563,avoids,1,Negative,ID
13564,problemhihi,1,Neutral,ID
13565,judgmentthe,1,Neutral,ID
13566,tbl,1,Neutral,ID
13567,efficiency,1,Positive,ID
13568,viry,1,Neutral,ID
13569,jeren,1,Neutral,ID
13570,maghribthank,1,Neutral,ID
13571,packinagan,1,Neutral,ID
13572,normallymutayan,1,Neutral,ID
13573,onebut,1,Neutral,ID
13574,split,1,Neutral,ID
13575,longsized,1,Neutral,ID
13576,markotoptop,1,Neutral,ID
13577,anak,1,Neutral,ID
13578,mrsan,1,Neutral,ID
13579,frequenthhhhhhhhhhhhh,1,Neutral,ID
13580,sentcape,1,Neutral,ID
13581,statementseller,1,Neutral,ID
13582,aamiingod,1,Neutral,ID
13583,perboxgga,1,Neutral,ID
13584,laaahhh,1,Neutral,ID
13585,aamiiiiiin,1,Neutral,ID
13586,likesbut,1,Neutral,ID
13587,acrylic,1,Neutral,ID
13588,smallersuggestion,1,Neutral,ID
13589,decryed,1,Neutral,ID
13590,throwneven,1,Neutral,ID
13591,ablutionthank,1,Neutral,ID
13592,disturbs,1,Negative,ID
13593,lovvv,1,Neutral,ID
13594,tangetttt,1,Neutral,ID
13595,meltblown,1,Neutral,ID
13596,shay,1,Neutral,ID
13597,updatedits,1,Neutral,ID
13598,oldmask,1,Neutral,ID
13599,ordergpp,1,Neutral,ID
13600,okaytrims,1,Neutral,ID
13601,twiceand,1,Neutral,ID
13602,cheapalthough,1,Neutral,ID
13603,anjis,1,Neutral,ID
13604,oldeaaaaaaaaaaaaaaaaaaaaa,1,Neutral,ID
13605,abroadtp,1,Neutral,ID
13606,smbng,1,Neutral,ID
13607,longplease,1,Neutral,ID
13608,genus,1,Neutral,ID
13609,againtengkyu,1,Neutral,ID
13610,disturbance,1,Negative,ID
13611,threestar,1,Neutral,ID
13612,receivekasiih,1,Neutral,ID
13613,pesena,1,Neutral,ID
13614,arrivednothing,1,Neutral,ID
13615,safelyshipping,1,Neutral,ID
13616,longermaybe,1,Neutral,ID
13617,lemoooottt,1,Neutral,ID
13618,majhzbzhzkzksjzbxhxhska,1,Neutral,ID
13619,jxhxjdkskaks,1,Neutral,ID
13620,dulan,1,Neutral,ID
13621,dumped,1,Negative,ID
13622,baangnya,1,Neutral,ID
13623,germirnga,1,Neutral,ID
13624,luamaaaaaaas,1,Neutral,ID
13625,malumin,1,Neutral,ID
13626,plays,1,Positive,ID
13627,expeditiondear,1,Neutral,ID
13628,cp,1,Neutral,ID
13629,decreasing,1,Neutral,ID
13630,keeper,1,Neutral,ID
13631,hadeeeh,1,Neutral,ID
13632,deliveryanything,1,Neutral,ID
13633,respected,1,Positive,ID
13634,gprnh,1,Neutral,ID
13635,dijls,1,Neutral,ID
13636,lackingthank,1,Neutral,ID
13637,shoppeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1,Neutral,ID
13638,kurirrrrrrrrrrrrrrrrarrrrrrrr,1,Neutral,ID
13639,sellerrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,1,Neutral,ID
13640,dikrm,1,Neutral,ID
13641,weektrims,1,Neutral,ID
13642,realpicttttt,1,Neutral,ID
13643,njaiaaaaaaaaaaaaaaaaa,1,Neutral,ID
13644,packaginglittle,1,Neutral,ID
13645,courieraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,Neutral,ID
13646,baaanaaa,1,Neutral,ID
13647,beeiiiiiiiiiiii,1,Neutral,ID
13648,ramhhhh,1,Neutral,ID
13649,trainthe,1,Neutral,ID
13650,reads,1,Neutral,ID
13651,duckbil,1,Neutral,ID
13652,puans,1,Neutral,ID
13653,manshhshhajnagaysbdjf,1,Neutral,ID
13654,shippingusually,1,Neutral,ID
13655,jshhsjakkmabshbsdelivery,1,Neutral,ID
13656,mmamasjdnamshsjmmnbusshh,1,Neutral,ID
13657,halans,1,Neutral,ID
13658,aabng,1,Neutral,ID
13659,goyang,1,Neutral,ID
13660,roboh,1,Neutral,ID
13661,dsend,1,Neutral,ID
13662,au,1,Neutral,ID
13663,jemur,1,Neutral,ID
13664,pentedits,1,Neutral,ID
13665,disembang,1,Neutral,ID
13666,bocilsthanks,1,Neutral,ID
13667,gooddirectly,1,Neutral,ID
13668,orderthankyou,1,Neutral,ID
13669,betterthank,1,Neutral,ID
13670,hajj,1,Neutral,ID
13671,toweldear,1,Neutral,ID
13672,jgaaaaaaaaaa,1,Neutral,ID
13673,recommunate,1,Neutral,ID
13674,gampamg,1,Neutral,ID
13675,masangbecause,1,Neutral,ID
13676,badya,1,Neutral,ID
13677,unload,1,Neutral,ID
13678,toolfixx,1,Neutral,ID
13679,zoom,1,Neutral,ID
13680,productbe,1,Neutral,ID
13681,sagssteady,1,Neutral,ID
13682,recommendedinexpensive,1,Neutral,ID
13683,buymy,1,Neutral,ID
13684,syuuka,1,Neutral,ID
13685,husbandbut,1,Neutral,ID
13686,abandoned,1,Negative,ID
13687,bgtthx,1,Neutral,ID
13688,itemsafter,1,Neutral,ID
13689,richso,1,Neutral,ID
13690,honestthis,1,Neutral,ID
13691,dreamor,1,Neutral,ID
13692,yesmeletottd,1,Neutral,ID
13693,arrivedmasyaallah,1,Neutral,ID
13694,coolafter,1,Neutral,ID
13695,rafting,1,Neutral,ID
13696,mehoygk,1,Neutral,ID
13697,ironor,1,Neutral,ID
13698,wrongthen,1,Neutral,ID
13699,picthank,1,Neutral,ID
13700,cucokkk,1,Neutral,ID
13701,tidalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhmsuccess,1,Neutral,ID
13702,sluuu,1,Neutral,ID
13703,nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnlupppppppppp,1,Neutral,ID
13704,alhamdulillahmksh,1,Neutral,ID
13705,cheapgoods,1,Neutral,ID
13706,conditionsbut,1,Neutral,ID
13707,pemokonmaybe,1,Neutral,ID
13708,blackand,1,Neutral,ID
13709,heavier,1,Neutral,ID
13710,sturdythank,1,Neutral,ID
13711,originaldont,1,Neutral,ID
13712,psangny,1,Neutral,ID
13713,sentafter,1,Neutral,ID
13714,confined,1,Neutral,ID
13715,ktanya,1,Neutral,ID
13716,completelylike,1,Neutral,ID
13717,bangeeetttttttmakasi,1,Neutral,ID
13718,kuualiitass,1,Neutral,ID
13719,produukk,1,Neutral,ID
13720,produukkkk,1,Neutral,ID
13721,daptamatan,1,Neutral,ID
13722,baiikkkkkk,1,Neutral,ID
13723,gaysthe,1,Neutral,ID
13724,brokenit,1,Neutral,ID
13725,boxthanks,1,Neutral,ID
13726,utub,1,Neutral,ID
13727,douphn,1,Neutral,ID
13728,herecan,1,Neutral,ID
13729,chakepppp,1,Neutral,ID
13730,terrapin,1,Neutral,ID
13731,conditionnot,1,Neutral,ID
13732,arrangedso,1,Neutral,ID
13733,mehoy,1,Neutral,ID
13734,oce,1,Neutral,ID
13735,lalamaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,Neutral,ID
13736,keselll,1,Neutral,ID
13737,btwthanks,1,Neutral,ID
13738,daysvery,1,Neutral,ID
13739,instructionsoverall,1,Neutral,ID
13740,iiiiii,1,Neutral,ID
13741,accommodate,1,Neutral,ID
13742,goodsaha,1,Neutral,ID
13743,minshipping,1,Neutral,ID
13744,fastthankk,1,Neutral,ID
13745,collapsebuy,1,Neutral,ID
13746,subscriptionbarakallah,1,Neutral,ID
13747,steel,1,Neutral,ID
13748,deliverymorning,1,Neutral,ID
13749,sentquality,1,Neutral,ID
13750,easytopp,1,Neutral,ID
13751,markatpppp,1,Neutral,ID
13752,ongkirsometimes,1,Neutral,ID
13753,resodged,1,Neutral,ID
13754,upate,1,Neutral,ID
13755,glued,1,Neutral,ID
13756,packingthankyu,1,Neutral,ID
13757,tebalik,1,Neutral,ID
13758,outdah,1,Neutral,ID
13759,cryingantra,1,Neutral,ID
13760,wib,1,Neutral,ID
13761,sleepreason,1,Neutral,ID
13762,ongkirpdhl,1,Neutral,ID
13763,tengkiuuu,1,Neutral,ID
13764,pkoknyaaaaaaaaaaaaa,1,Neutral,ID
13765,patas,1,Neutral,ID
13766,courierlikes,1,Neutral,ID
13767,realpictwill,1,Neutral,ID
13768,stuffcepet,1,Neutral,ID
13769,shippingalhamdulillah,1,Neutral,ID
13770,recovering,1,Neutral,ID
13771,heavyhopefully,1,Neutral,ID
13772,awettmakasi,1,Neutral,ID
13773,alhamdulullah,1,Neutral,ID
13774,barngny,1,Neutral,ID
13775,hehehehehe,1,Neutral,ID
13776,thankedly,1,Neutral,ID
13777,shopin,1,Neutral,ID
13778,durablehopefully,1,Neutral,ID
13779,lumanannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,1,Neutral,ID
13780,sekaliii,1,Neutral,ID
13781,pollllllllllllllllll,1,Neutral,ID
13782,langaganan,1,Neutral,ID
13783,mahpengen,1,Neutral,ID
13784,tradeterimakasih,1,Neutral,ID
13785,sellar,1,Neutral,ID
13786,frantic,1,Negative,ID
13787,verbal,1,Neutral,ID
13788,picturecool,1,Neutral,ID
13789,heresuper,1,Neutral,ID
13790,puaaaaaaassssssssssssssss,1,Neutral,ID
13791,orderwill,1,Neutral,ID
13792,damagedthe,1,Neutral,ID
13793,cepaatat,1,Neutral,ID
13794,utuuuuh,1,Neutral,ID
13795,terimakasiiiiihhhhhhhhhhhhhhh,1,Neutral,ID
13796,packingtks,1,Neutral,ID
13797,cepettbut,1,Neutral,ID
13798,yaaaeven,1,Neutral,ID
13799,laughing,1,Positive,ID
13800,clothesthank,1,Neutral,ID
13801,okkapasan,1,Neutral,ID
13802,wraplike,1,Neutral,ID
13803,deliveryto,1,Neutral,ID
13804,strongcan,1,Neutral,ID
13805,everywherefleskibel,1,Neutral,ID
13806,pokonyanext,1,Neutral,ID
13807,thengyyuuuuuuuuuuuuuuuuuuu,1,Neutral,ID
13808,pictttt,1,Neutral,ID
13809,completeand,1,Neutral,ID
13810,satisfiedplease,1,Neutral,ID
13811,hereforgiveness,1,Neutral,ID
13812,ngab,1,Neutral,ID
13813,baeekkk,1,Neutral,ID
13814,goodlaa,1,Neutral,ID
13815,productjust,1,Neutral,ID
13816,funnyuuuuuuuuuuuuuuu,1,Neutral,ID
13817,picturepacking,1,Neutral,ID
13818,thanksssssssss,1,Neutral,ID
13819,safelyreally,1,Neutral,ID
13820,alhampeng,1,Neutral,ID
13821,easybut,1,Neutral,ID
13822,ktrma,1,Neutral,ID
13823,bju,1,Neutral,ID
13824,partsrecommendedkeep,1,Neutral,ID
13825,curii,1,Neutral,ID
13826,accordinglyvery,1,Neutral,ID
13827,recommendationhopefully,1,Neutral,ID
13828,bias,1,Negative,ID
13829,spiefcreate,1,Neutral,ID
13830,buyiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,1,Neutral,ID
13831,cmi,1,Neutral,ID
13832,younghan,1,Neutral,ID
13833,soopan,1,Neutral,ID
13834,kakaw,1,Neutral,ID
13835,tabaraka,1,Neutral,ID
13836,taala,1,Neutral,ID
13837,shopiee,1,Neutral,ID
13838,allones,1,Neutral,ID
13839,sturdythanks,1,Neutral,ID
13840,ssi,1,Neutral,ID
13841,terrorist,1,Negative,ID
13842,disappeared,1,Negative,ID
13843,minimalists,1,Neutral,ID
13844,calmsukakkkkkkk,1,Neutral,ID
13845,guddd,1,Neutral,ID
13846,actis,1,Neutral,ID
13847,postacted,1,Neutral,ID
13848,meria,1,Neutral,ID
13849,detail,1,Neutral,ID
13850,ajthank,1,Neutral,ID
13851,snini,1,Neutral,ID
13852,installedcontinuing,1,Neutral,ID
13853,jigjag,1,Neutral,ID
13854,shakein,1,Neutral,ID
13855,searches,1,Neutral,ID
13856,highthen,1,Neutral,ID
13857,kuncian,1,Neutral,ID
13858,cardboardjust,1,Neutral,ID
13859,sicikat,1,Neutral,ID
13860,robustness,1,Neutral,ID
13861,klub,1,Neutral,ID
13862,strayedimportant,1,Neutral,ID
13863,dehhopefully,1,Neutral,ID
13864,lastaccording,1,Neutral,ID
13865,hopeful,1,Positive,ID
13866,deliverylajn,1,Neutral,ID
13867,bentfar,1,Neutral,ID
13868,forvery,1,Neutral,ID
13869,nyampenyaaaaaaa,1,Neutral,ID
13870,conditiontq,1,Neutral,ID
13871,resellerexpeditioncourier,1,Neutral,ID
13872,gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,1,Neutral,ID
13873,adjustedexcellent,1,Neutral,ID
13874,jgrather,1,Neutral,ID
13875,satisfiedbaguusssss,1,Neutral,ID
13876,fastmantappppp,1,Neutral,ID
13877,luckgood,1,Neutral,ID
13878,awetttttnt,1,Neutral,ID
13879,cepetttttttttttttttttttttttttttttttttttttttttttttttttttttttt,1,Neutral,ID
13880,goodsmantuljossgandos,1,Neutral,ID
13881,gooooooooddddddd,1,Neutral,ID
13882,itvery,1,Neutral,ID
13883,shoegatau,1,Neutral,ID
13884,jacketworth,1,Neutral,ID
13885,defectiveshipping,1,Neutral,ID
13886,mantaaabs,1,Neutral,ID
13887,ished,1,Neutral,ID
13888,stucard,1,Neutral,ID
13889,sellthanks,1,Neutral,ID
13890,plasticatedthe,1,Neutral,ID
13891,lesssatisfying,1,Neutral,ID
13892,maybemaybe,1,Neutral,ID
